,Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality
3615,2561,CUMBERLAND,"Wreck - Submerged, dangerous to surface navigation",36.968781,-76.43548100000001,High
3616,2562,FLORIDA,"Wreck - Submerged, dangerous to surface navigation",36.971571999999995,-76.438181,High
3617,3183,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.322358,-76.136473,High
3618,3185,UNKNOWN,,37.674310999999996,-76.17244699999999,High
3619,3423,PEARL,"Wreck - Submerged, dangerous to surface navigation",37.666794,-76.066325,Low
3620,3424,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.085747,-76.242303,High
3621,8064,UNKNOWN,Wreck - Visible,38.317675,-76.479219,High
3622,8065,UNKNOWN,"Wreck - Submerged, nondangerous",38.317067,-76.479536,Med
3623,8066,UNKNOWN,Wreck - Visible,38.330217,-76.47188299999999,Med
3624,8204,TEXECO WRECK,"Wreck - Submerged, dangerous to surface navigation",37.249333,-76.084722,High
3625,7431,UNKNOWN,"Wreck - Submerged, nondangerous",38.828533,-76.394722,High
3626,7432,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.865708000000005,-76.43675,High
3627,7437,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.873146999999996,-76.42110799999999,High
3628,7438,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.898333,-76.40141899999999,High
3629,7440,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.887044,-76.431986,High
3630,15188,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.885861,-77.055222,High
3631,4602,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.882114,-76.140111,High
3632,3706,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.948478,-76.139933,Low
3633,3993,UNKNOWN,Wreck - Visible,38.3234,-76.45159699999999,High
3634,3995,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.333456,-76.45939399999999,High
3635,3996,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.333456,-76.45939399999999,High
3636,3998,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.321733,-76.424867,Low
3637,3999,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.32985,-76.442839,High
3638,4000,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.332514,-76.440783,High
3639,4004,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.317206,-76.479119,Low
3640,4006,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.317622,-76.478842,Low
3641,4007,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.312597,-76.41650600000001,High
3642,4009,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.304221999999996,-76.18181899999999,High
3643,4359,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.337947,-76.45831700000001,High
3644,4010,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.330961,-76.449567,High
3645,4012,UNKNOWN,Wreck - Visible,38.262067,-76.17049399999999,Low
3646,4013,DRAGONET,"Wreck - Submerged, nondangerous",38.341631,-76.304364,High
3647,4015,UNKNOWN,Wreck - Visible,38.212625,-76.386336,Low
3648,4365,UNKNOWN,Wreck - Visible,38.341822,-76.457186,High
3649,4366,UNKNOWN,Wreck - Visible,38.342281,-76.456664,High
3650,4368,UNKNOWN,Wreck - Visible,38.343761,-76.448578,High
3651,4369,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.344483000000004,-76.427275,High
3652,4370,UNKNOWN,Wreck - Visible,38.3459,-76.425783,Med
3653,4690,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.575181,-76.37339200000001,High
3654,4691,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.583453000000006,-76.47828299999999,Low
3655,4693,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.666667,-76.520833,Low
3656,4694,LEVIN J MARVEL,"Wreck - Submerged, dangerous to surface navigation",38.756467,-76.523958,High
3657,4695,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.424046999999995,-76.390856,High
3658,4696,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.768325,-76.49340600000001,High
3659,4435,UNKNOWN,Wreck - Visible,38.299428000000006,-76.487147,Med
3660,4455,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.013414000000004,-76.37172199999999,High
3661,4457,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.894647,-76.417917,High
3662,4458,UNKNOWN,"Wreck - Submerged, nondangerous",38.878169,-76.401064,Low
3663,4462,BLAIR,"Wreck - Submerged, dangerous to surface navigation",38.794469,-76.448428,High
3664,4463,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.750644,-76.44888900000001,High
3665,4464,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.732496999999995,-76.407119,High
3666,4465,DOTTIE,"Wreck - Submerged, dangerous to surface navigation",38.706814,-76.416022,High
3667,4468,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.507458,-76.393264,High
3668,4494,CAPT NICKS DREAMBOAT,Wreck - Visible,36.922953,-76.183769,High
3669,4510,UNKNOWN,"Wreck - Submerged, nondangerous",37.882114,-76.140111,High
3670,3673,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.920258000000004,-76.186256,High
3671,3674,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.915125,-76.211331,Low
3672,3675,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.947839,-76.196247,High
3673,3678,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.305956,-76.35355799999999,Low
3674,3681,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.511728000000005,-76.392397,High
3675,3682,BRIGHT,"Wreck - Submerged, dangerous to surface navigation",38.559047,-76.428242,High
3676,3683,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.607508,-76.4308,High
3677,3684,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.628031,-76.433583,High
3678,3691,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.966811,-76.112989,Med
3679,14174,UNKNOWN,"Wreck - Submerged, nondangerous",37.237437,-76.452611,High
3680,14171,UNKNOWN,"Wreck - Submerged, nondangerous",37.254504,-76.37878,High
3681,14289,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.804296,-76.225498,Low
3682,14290,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.888962,-76.262999,Low
3683,14301,UNKNOWN,Wreck - Visible,37.798957,-76.063634,Low
3684,14703,UNKNOWN,Wreck - Visible,36.780833,-76.314167,Low
3685,14705,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.776111,-76.300556,Low
3686,14707,UNKNOWN,Wreck - Visible,36.779861,-76.292389,Poor
3687,14712,UNKNOWN,Wreck - Visible,38.2,-76.31666700000001,Poor
3688,14713,UNKNOWN,Wreck - Visible,38.21425,-76.330842,Poor
3689,14693,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.838572,-76.269458,High
3690,14694,UNKNOWN,Wreck - Visible,36.836733,-76.268781,Poor
3691,14695,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.838617,-76.26345,High
3692,14696,UNKNOWN,Wreck - Visible,36.837619000000004,-76.2603,Med
3693,14697,H. D. ANDERSON,Wreck - Visible,36.836739,-76.261119,Med
3694,14698,UNKNOWN,Wreck - Visible,36.808469,-76.285853,Med
3695,14859,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.841745,-76.298343,Low
3696,14861,UNKNOWN,"Wreck - Submerged, nondangerous",36.990010999999996,-76.356615,Low
3697,14862,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.955865,-76.284087,Low
3698,14863,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.961412,-76.282983,Low
3699,14864,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.963156,-76.286456,Low
3700,14802,WRECK,Wreck - Visible,38.039556,-76.154833,High
3701,14803,WRECK,"Wreck - Submerged, dangerous to surface navigation",38.039528000000004,-76.155389,High
3702,14805,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.074019,-76.429761,High
3703,14976,UNKNOWN,"Wreck - Submerged, nondangerous",37.405639,-75.991972,
3704,15048,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.827753,-77.03715799999999,Low
3705,15051,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.809131,-77.031711,Low
3706,15044,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.863156,-77.011606,High
3707,15045,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.866569,-77.009203,Low
3708,15046,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.869931,-77.006522,Low
3709,15035,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.898122,-77.0598,Low
3710,15036,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.895371999999995,-77.0597,Low
3711,54133,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.784639,-122.26461100000002,High
3712,54107,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.747194,-122.38575,High
3713,51492,UNKNOWN,Wreck - Visible,38.001711,-121.57839399999999,High
3714,51497,UNKNOWN,Wreck - Visible,38.01135,-121.724069,High
3715,51498,UNKNOWN,Wreck - Visible,38.012236,-121.725047,High
3716,51499,UNKNOWN,Wreck - Visible,38.012644,-121.72445800000001,High
3717,51500,UNKNOWN,Wreck - Visible,38.012303,-121.72615,High
3718,51501,UNKNOWN,Wreck - Visible,38.012417,-121.7286,High
3719,51502,UNKNOWN,Wreck - Visible,38.013636,-121.72453600000001,High
3720,51503,UNKNOWN,Wreck - Visible,38.014764,-121.73116399999999,High
3721,51504,UNKNOWN,Wreck - Visible,38.01575,-121.73141100000001,High
3722,51505,UNKNOWN,Wreck - Visible,38.015614,-121.726619,High
3723,51506,UNKNOWN,Wreck - Visible,38.016011,-121.73123899999999,High
3724,51507,UNKNOWN,Wreck - Visible,38.016192,-121.73125800000001,High
3725,51508,UNKNOWN,Wreck - Visible,38.016794,-121.727567,High
3726,51509,UNKNOWN,Wreck - Visible,38.020169,-121.73176699999999,High
3727,51510,UNKNOWN,Wreck - Visible,38.020628,-121.72631100000001,High
3728,50349,UNKNOWN,Not Charted,37.786871999999995,-122.661369,Low
3729,50350,UNKNOWN,Not Charted,37.908814,-122.73165300000001,Low
3730,50352,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.013447,-122.872611,High
3731,51002,MORGAN SHELL,"Wreck - Submerged, dangerous to surface navigation",37.531436,-122.19246399999999,High
3732,51003,MANANA,"Wreck - Submerged, dangerous to surface navigation",37.536019,-122.18938100000001,High
3733,51004,UNKNOWN,Wreck - Visible,37.552989000000004,-122.157742,High
3734,51005,UNKNOWN,Wreck - Visible,37.733264,-122.369831,High
3735,51006,UNKNOWN,Wreck - Visible,37.734375,-122.374858,High
3736,51007,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.736317,-122.373025,High
3737,51008,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.736594000000004,-122.371358,High
3738,51511,UNKNOWN,Wreck - Visible,38.02065,-121.72851100000001,High
3739,51512,UNKNOWN,Wreck - Visible,38.021,-121.728325,High
3740,51513,UNKNOWN,Wreck - Visible,38.021217,-121.730675,High
3741,51514,UNKNOWN,Wreck - Visible,38.021683,-121.72873100000001,High
3742,51515,UNKNOWN,Wreck - Visible,38.021822,-121.728925,High
3743,51516,UNKNOWN,Wreck - Visible,38.023142,-121.72816100000001,High
3744,51517,UNKNOWN,Wreck - Visible,38.023044,-121.72865800000001,High
3745,51519,UNKNOWN,Wreck - Visible,38.023196999999996,-121.728675,High
3746,51521,UNKNOWN,Wreck - Visible,38.024219,-121.728303,High
3747,51522,UNKNOWN,Wreck - Visible,38.024725,-121.727731,High
3748,51523,UNKNOWN,Wreck - Visible,38.024066999999995,-121.56196100000001,High
3749,51527,UNKNOWN,Wreck - Visible,38.028575,-121.581106,High
3750,51530,UNKNOWN,Wreck - Visible,38.016903000000006,-121.68444199999999,High
3751,51531,UNKNOWN,Wreck - Visible,38.022078,-121.689128,High
3752,50390,USS BENEVOLENCE,"Wreck - Submerged, dangerous to surface navigation",37.781263,-122.55058600000001,Med
3753,50398,WELLESLEY,Not Charted,37.799928,-122.251078,Low
3754,50400,WESTERN PILOT,Not Charted,33.366696999999995,-117.75088600000001,Low
3755,50401,WESTGATE,Not Charted,31.500078000000002,-117.50085800000001,Low
3756,51542,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.027158,-121.72808300000001,Low
3757,51548,UNKNOWN,Wreck - Visible,38.018889,-121.767444,High
3758,51553,UNKNOWN,Wreck - Visible,38.025472,-121.79769399999999,High
3759,51554,UNKNOWN,Wreck - Visible,38.025444,-121.79525,High
3760,51557,UNKNOWN,Wreck - Visible,38.033139,-121.781667,High
3761,51558,UNKNOWN,Wreck - Visible,38.033806,-121.78080600000001,High
3762,51559,UNKNOWN,Wreck - Visible,38.034583000000005,-121.78108300000001,High
3763,51560,UNKNOWN,Wreck - Visible,38.033389,-121.78286100000001,High
3764,51574,UNKNOWN,Wreck - Visible,38.037517,-121.56903600000001,High
3765,51580,UNKNOWN,Wreck - Visible,38.0563,-121.645356,High
3766,51581,UNKNOWN,Wreck - Visible,38.057789,-121.64858100000001,High
3767,50402,WHITE ROSE,Not Charted,37.744375,-122.65664699999999,Low
3768,51079,UNKNOWN,Wreck - Visible,37.429660999999996,-121.980792,High
3769,51080,UNKNOWN,Wreck - Visible,37.461161,-122.020664,High
3770,51629,UNKNOWN,Wreck - Visible,38.102608000000004,-121.56301100000002,High
3771,50716,BRANT,"Wreck - Submerged, nondangerous",34.446778,-120.020536,High
3772,51690,UNKNOWN,Wreck - Visible,38.046547,-122.16185300000001,High
3773,51691,UNKNOWN,Wreck - Visible,38.047381,-122.163125,High
3774,51692,UNKNOWN,Wreck - Visible,38.055669,-122.169228,High
3775,51693,UNKNOWN,Wreck - Visible,38.056092,-122.168681,High
3776,51694,UNKNOWN,Wreck - Visible,38.056371999999996,-122.17012199999999,High
3777,51695,UNKNOWN,Wreck - Visible,38.056439000000005,-122.17045800000001,High
3778,51696,UNKNOWN,Wreck - Visible,38.059419,-122.174869,High
3779,51697,STAMBOUL,"Wreck - Submerged, dangerous to surface navigation",38.061806,-122.180039,High
3780,51700,UNKNOWN,Wreck - Visible,38.067696999999995,-122.185608,High
3781,50736,UNKNOWN,,37.958,-122.441222,High
3782,51111,UNKNOWN,Wreck - Visible,38.106725,-122.26983100000001,High
3783,50440,S.F. BLUNT,,37.999925,-122.917772,Poor
3784,50441,SAN AUGSTIN,,38.016591999999996,-122.917772,Poor
3785,50442,POMO,,38.016591999999996,-122.917772,Poor
3786,50443,NAHUMKEAG,,37.999925,-122.917772,Poor
3787,50444,LIZZY DERBY,,37.999925,-122.917772,Poor
3788,50445,IDA A,,38.034369,-122.91027199999999,Poor
3789,50446,AYACUCHO,,38.028535999999995,-122.917772,Poor
3790,50447,HARTWOOD,,37.990206,-122.963606,Poor
3791,50448,FREE TRADE,,37.999925,-122.917772,Poor
3792,50449,FIVE BROTHERS,,37.999925,-122.917772,Poor
3793,50450,ELSIE IVERSON,,37.999925,-122.83443600000001,Poor
3794,50451,E ANTONI,,37.999925,-122.917772,Poor
3795,50452,COLONEL BAKER,,38.026314,-122.92471699999999,Poor
3796,50750,UNKNOWN,Wreck - Visible,37.782913,-122.25308700000001,High
3797,50752,UNKNOWN,Wreck - Visible,37.777846999999994,-122.243397,High
3798,51644,UNKNOWN,Wreck - Visible,38.17405,-121.67365600000001,High
3799,51646,UNKNOWN,Wreck - Visible,38.178853000000004,-121.66895600000001,High
3800,51650,UNKNOWN,Wreck - Visible,38.208321999999995,-121.65641399999998,High
3801,51657,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.057889,-121.79341699999999,High
3802,51667,UNKNOWN,Wreck - Visible,37.847786,-122.478306,High
3803,51668,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.848592,-122.478528,High
3804,51669,UNKNOWN,Wreck - Visible,37.862536,-122.48936100000002,High
3805,51670,UNKNOWN,Wreck - Visible,37.862869,-122.48705600000001,High
3806,51671,UNKNOWN,Wreck - Visible,37.863925,-122.48891699999999,High
3807,51672,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.869278,-122.42088899999999,High
3808,51673,UNKNOWN,Wreck - Visible,37.879453000000005,-122.50108300000001,High
3809,51674,UNKNOWN,Wreck - Visible,37.881314,-122.506667,High
3810,51675,UNKNOWN,Wreck - Visible,37.883758,-122.507278,High
3811,51676,UNKNOWN,Wreck - Visible,38.155885999999995,-122.292506,High
3812,51677,UNKNOWN,Wreck - Visible,38.167064,-122.287706,High
3813,51678,UNKNOWN,Wreck - Visible,38.115828,-122.46166399999998,High
3814,51679,UNKNOWN,Wreck - Visible,38.120841999999996,-122.494308,High
3815,51680,UNKNOWN,Wreck - Visible,38.121053,-122.287042,High
3816,51681,UNKNOWN,Wreck - Visible,38.121333,-122.290953,High
3817,51682,UNKNOWN,Wreck - Visible,38.155406,-122.3501,High
3818,51683,UNKNOWN,Wreck - Visible,38.155828,-122.543089,High
3819,51684,UNKNOWN,Wreck - Visible,38.205733,-122.375386,High
3820,51685,UNKNOWN,Wreck - Visible,38.225878,-122.60965300000001,High
3821,51686,UNKNOWN,Wreck - Visible,38.220696999999994,-122.60328899999999,High
3822,51687,UNKNOWN,Wreck - Visible,38.234356,-122.638778,High
3823,51688,UNKNOWN,Wreck - Visible,38.235194,-122.631928,High
3824,51689,UNKNOWN,Wreck - Visible,38.044806,-122.164069,High
3825,51149,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.737706,-122.211772,High
3826,51150,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.737706,-122.21191100000001,High
3827,51151,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.739371999999996,-122.211633,High
3828,51152,SAN LEANDRO,"Wreck - Submerged, dangerous to surface navigation",37.773261,-122.239967,Med
3829,51725,UNKNOWN,"Wreck - Submerged, nondangerous",34.308322,-120.766006,Low
3830,50494,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.018017,-122.463894,High
3831,50780,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.732281,-122.360169,High
3832,51155,UNKNOWN,"Wreck - Submerged, nondangerous",37.816869,-122.40203100000001,High
3833,51764,UNKNOWN,Wreck - Visible,38.068742,-122.18638600000001,High
3834,51765,UNKNOWN,Wreck - Visible,38.067394,-122.18801100000002,High
3835,50511,UNKNOWN,Wreck - Visible,38.008478000000004,-122.46978100000001,High
3836,50512,UNKNOWN,Wreck - Visible,38.012558,-122.481917,High
3837,50525,UNKNOWN,Wreck - Visible,37.966339000000005,-122.419722,High
3838,50526,UNKNOWN,Wreck - Visible,37.964756,-122.419278,High
3839,50527,UNKNOWN,Wreck - Visible,37.965225,-122.417722,High
3840,50530,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.056292,-122.31858100000001,High
3841,51217,UNKNOWN,Wreck - Visible,38.022721999999995,-122.14581899999999,High
3842,50184,OCEANIA,Not Charted,37.416606,-122.66776100000001,Low
3843,50186,OHIAN,Not Charted,37.781594,-122.51608300000001,Low
3844,50189,OLYMPIC,Not Charted,33.656686,-118.2309,Low
3845,50190,OLYMPIC II,Not Charted,33.656836,-118.230369,Low
